REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
HHS Regions,Region 4,2014,6,2349,14.304,112,0,4,148,0,72,0
HHS Regions,Region 5,2014,6,924,20.4545,163,0,5,19,0,2,0
HHS Regions,Region 6,2014,6,1872,14.1026,124,0,17,70,0,53,0
HHS Regions,Region 7,2014,6,526,10.8365,50,0,1,2,0,4,0
HHS Regions,Region 8,2014,6,1653,9.67937,120,0,4,36,0,0,0
HHS Regions,Region 9,2014,6,1506,23.838,202,0,33,73,0,51,0
HHS Regions,Region 10,2014,6,607,15.6507,82,0,3,6,0,4,0
HHS Regions,Region 1,2014,7,641,26.053,115,0,16,30,0,6,0
HHS Regions,Region 2,2014,7,1315,20.9886,126,0,12,107,0,31,0
HHS Regions,Region 3,2014,7,1321,29.0689,303,0,9,61,0,11,0
HHS Regions,Region 4,2014,7,1813,12.5207,52,0,5,119,0,51,0
HHS Regions,Region 5,2014,7,861,17.0732,122,0,3,21,0,1,0
HHS Regions,Region 6,2014,7,1713,12.0257,70,0,16,55,0,65,0
HHS Regions,Region 7,2014,7,484,8.47107,37,0,3,0,0,1,0
HHS Regions,Region 8,2014,7,1522,7.16163,74,0,2,28,0,5,0
HHS Regions,Region 9,2014,7,1571,18.9052,154,0,29,61,0,53,0
HHS Regions,Region 10,2014,7,651,14.9002,80,0,7,7,0,3,0
HHS Regions,Region 1,2014,8,620,21.4516,89,0,19,21,0,4,0
HHS Regions,Region 2,2014,8,1141,15.3374,74,0,9,64,0,28,0
HHS Regions,Region 3,2014,8,1300,26.2308,255,0,18,47,0,21,0
HHS Regions,Region 4,2014,8,1747,9.27304,25,0,3,83,0,51,0
HHS Regions,Region 5,2014,8,852,16.1972,110,0,3,14,0,11,0
HHS Regions,Region 6,2014,8,1680,9.58333,39,0,12,34,0,76,0
HHS Regions,Region 7,2014,8,453,5.96026,22,0,3,1,0,1,0
HHS Regions,Region 8,2014,8,1492,5.29491,58,0,3,13,0,5,0
HHS Regions,Region 9,2014,8,1293,18.7162,124,0,17,57,0,44,0
HHS Regions,Region 10,2014,8,549,10.929,44,0,6,3,0,7,0
HHS Regions,Region 1,2014,9,553,18.6257,55,0,26,15,0,7,0
HHS Regions,Region 2,2014,9,1097,17.1376,62,0,15,60,0,51,0
HHS Regions,Region 3,2014,9,1056,19.6023,165,0,7,22,0,13,0
HHS Regions,Region 4,2014,9,1654,8.46433,29,0,3,59,0,49,0
HHS Regions,Region 5,2014,9,750,12.5333,71,0,2,11,0,10,0
HHS Regions,Region 6,2014,9,1390,9.78417,16,0,16,30,0,74,0
HHS Regions,Region 7,2014,9,511,4.50098,16,0,7,0,0,0,0
HHS Regions,Region 8,2014,9,1364,4.47214,35,0,5,11,0,10,0
HHS Regions,Region 9,2014,9,1350,16.3704,101,0,18,50,0,52,0
HHS Regions,Region 10,2014,9,527,8.5389,31,0,3,3,0,8,0
HHS Regions,Region 1,2014,10,478,18.41,27,0,26,26,0,9,0
HHS Regions,Region 2,2014,10,1024,15.8203,51,0,12,28,0,71,0
HHS Regions,Region 3,2014,10,952,18.6975,136,0,7,12,0,23,0
HHS Regions,Region 4,2014,10,1521,6.9691,13,0,5,48,0,40,0
HHS Regions,Region 5,2014,10,756,10.3175,55,0,2,8,0,13,0
HHS Regions,Region 6,2014,10,1363,9.83125,6,0,15,37,0,76,0
HHS Regions,Region 7,2014,10,427,6.08899,17,0,2,2,0,5,0
HHS Regions,Region 8,2014,10,1325,4.60377,20,0,6,16,0,19,0
HHS Regions,Region 9,2014,10,1172,13.9932,74,0,23,28,0,39,0
HHS Regions,Region 10,2014,10,423,6.14657,14,0,4,2,0,6,0
HHS Regions,Region 1,2014,11,537,21.4153,34,0,36,32,0,13,0
HHS Regions,Region 2,2014,11,1060,18.3962,36,0,20,30,0,109,0
HHS Regions,Region 3,2014,11,994,15.6942,97,0,17,13,0,29,0
HHS Regions,Region 4,2014,11,1449,6.62526,14,0,1,43,0,38,0
HHS Regions,Region 5,2014,11,619,10.5008,43,0,4,4,0,14,0
HHS Regions,Region 6,2014,11,1120,9.01786,8,0,12,13,0,68,0
HHS Regions,Region 7,2014,11,493,5.47667,13,0,7,3,0,4,0
HHS Regions,Region 8,2014,11,1148,4.00697,24,0,7,5,0,10,0
HHS Regions,Region 9,2014,11,1098,14.2987,64,0,30,20,0,43,0
HHS Regions,Region 10,2014,11,404,6.93069,18,0,4,0,0,6,0
HHS Regions,Region 1,2014,12,505,28.7129,22,0,62,32,0,29,0
HHS Regions,Region 2,2014,12,1093,22.0494,28,0,31,35,0,147,0
HHS Regions,Region 3,2014,12,914,18.1619,74,0,19,12,0,61,0
HHS Regions,Region 4,2014,12,1387,9.51694,7,0,4,73,0,48,0
HHS Regions,Region 5,2014,12,586,8.87372,32,0,4,4,0,12,0
HHS Regions,Region 6,2014,12,1054,10.4364,6,0,15,10,0,79,0
HHS Regions,Region 7,2014,12,355,2.53521,5,0,2,2,0,0,0
HHS Regions,Region 8,2014,12,1070,4.6729,9,0,5,7,0,29,0
HHS Regions,Region 9,2014,12,914,11.9256,25,0,20,14,0,50,0
HHS Regions,Region 10,2014,12,338,4.73373,4,0,2,1,0,9,0
HHS Regions,Region 1,2014,13,555,27.7477,18,0,62,33,0,41,0
HHS Regions,Region 2,2014,13,1241,23.6906,21,0,33,42,0,198,0
HHS Regions,Region 3,2014,13,883,18.2333,48,0,26,10,0,77,0
HHS Regions,Region 4,2014,13,1344,8.70536,3,0,4,70,0,40,0
HHS Regions,Region 5,2014,13,510,9.01961,23,0,2,3,0,18,0
HHS Regions,Region 6,2014,13,837,11.7085,3,0,14,6,0,75,0
HHS Regions,Region 7,2014,13,385,4.15584,3,0,7,2,0,4,0
HHS Regions,Region 8,2014,13,968,7.02479,16,0,18,9,0,25,0
HHS Regions,Region 9,2014,13,847,9.56316,18,0,17,13,0,33,0
HHS Regions,Region 10,2014,13,335,5.37313,3,0,1,0,0,14,0
HHS Regions,Region 1,2014,14,541,27.7264,10,0,59,18,0,63,0
HHS Regions,Region 2,2014,14,1212,26.4026,18,0,66,42,0,194,0
HHS Regions,Region 3,2014,14,766,22.0627,29,0,41,5,0,94,0
HHS Regions,Region 4,2014,14,1224,8.57843,9,0,5,52,0,39,0
HHS Regions,Region 5,2014,14,515,10.4854,21,0,7,5,0,21,0
HHS Regions,Region 6,2014,14,962,13.0977,1,0,24,16,0,85,0
HHS Regions,Region 7,2014,14,386,4.66321,4,0,7,2,0,5,0
HHS Regions,Region 8,2014,14,861,6.73635,10,0,13,2,0,33,0
HHS Regions,Region 9,2014,14,734,9.9455,10,0,12,4,0,47,0
HHS Regions,Region 10,2014,14,330,6.06061,4,0,2,0,0,14,0
HHS Regions,Region 1,2014,15,603,30.6799,5,0,71,38,0,71,0
HHS Regions,Region 2,2014,15,1218,23.8916,11,0,63,30,0,187,0
HHS Regions,Region 3,2014,15,728,24.3132,11,0,38,9,0,119,0
HHS Regions,Region 4,2014,15,1142,10.7706,1,0,5,75,0,42,0
HHS Regions,Region 5,2014,15,456,11.6228,12,0,6,1,0,34,0
HHS Regions,Region 6,2014,15,837,9.19952,1,0,18,3,0,55,0
HHS Regions,Region 7,2014,15,356,5.61798,4,0,9,0,0,7,0
HHS Regions,Region 8,2014,15,815,6.50307,2,0,13,5,0,33,0
HHS Regions,Region 9,2014,15,720,11.1111,5,0,3,6,0,66,0
HHS Regions,Region 10,2014,15,304,4.93421,3,0,1,1,0,10,0
HHS Regions,Region 1,2014,16,499,28.4569,8,0,49,30,0,55,0
HHS Regions,Region 2,2014,16,1122,22.1034,7,0,64,22,0,155,0
HHS Regions,Region 3,2014,16,653,19.2956,8,0,41,4,0,73,0
HHS Regions,Region 4,2014,16,1050,11.4286,2,0,3,63,0,52,0
HHS Regions,Region 5,2014,16,428,11.6822,3,0,11,5,0,31,0
HHS Regions,Region 6,2014,16,801,8.2397,1,0,15,5,0,45,0
HHS Regions,Region 7,2014,16,369,4.33604,1,0,5,3,0,7,0
HHS Regions,Region 8,2014,16,755,5.43046,1,0,10,3,0,27,0
HHS Regions,Region 9,2014,16,627,13.2376,2,0,20,3,0,58,0
HHS Regions,Region 10,2014,16,344,5.81395,3,0,4,0,0,13,0
HHS Regions,Region 1,2014,17,538,26.0223,7,0,39,15,0,79,0
HHS Regions,Region 2,2014,17,938,16.5245,4,0,36,26,0,89,0
HHS Regions,Region 3,2014,17,628,19.4268,6,0,44,4,0,68,0
HHS Regions,Region 4,2014,17,1115,12.1973,0,0,7,72,0,57,0
HHS Regions,Region 5,2014,17,445,16.8539,14,0,17,2,0,42,0
HHS Regions,Region 6,2014,17,685,7.44526,0,0,10,2,0,39,0
HHS Regions,Region 7,2014,17,345,5.21739,2,0,7,2,0,7,0
HHS Regions,Region 8,2014,17,771,7.6524,1,0,16,5,0,37,0
HHS Regions,Region 9,2014,17,571,9.28196,1,0,8,1,0,43,0
HHS Regions,Region 10,2014,17,281,5.33808,0,0,7,0,0,8,0
HHS Regions,Region 1,2014,18,450,23.1111,1,0,31,5,0,67,0
HHS Regions,Region 2,2014,18,778,13.1105,4,0,29,15,0,54,0
HHS Regions,Region 3,2014,18,564,17.0213,3,0,31,10,0,52,0
HHS Regions,Region 4,2014,18,1203,14.2145,1,0,0,89,0,81,0
HHS Regions,Region 5,2014,18,419,12.8878,2,0,15,1,0,36,0
HHS Regions,Region 6,2014,18,690,6.37681,0,0,5,2,0,37,0
HHS Regions,Region 7,2014,18,352,5.68182,0,0,9,2,0,9,0
HHS Regions,Region 8,2014,18,661,8.77458,0,0,17,4,0,37,0
HHS Regions,Region 9,2014,18,525,15.2381,2,0,11,3,0,64,0
HHS Regions,Region 10,2014,18,223,5.8296,0,0,3,0,0,10,0
HHS Regions,Region 1,2014,19,316,13.6076,2,0,9,1,0,31,0
HHS Regions,Region 2,2014,19,743,12.9206,7,0,32,8,0,49,0
HHS Regions,Region 3,2014,19,464,12.5,0,0,23,4,0,31,0
HHS Regions,Region 4,2014,19,1054,13.4725,0,0,0,72,0,70,0
HHS Regions,Region 5,2014,19,393,10.9415,0,0,8,3,0,32,0
HHS Regions,Region 6,2014,19,663,5.58069,0,0,12,3,0,22,0
HHS Regions,Region 7,2014,19,389,3.85604,0,0,9,1,0,5,0
HHS Regions,Region 8,2014,19,627,10.0478,0,0,15,9,0,39,0
HHS Regions,Region 9,2014,19,544,14.3382,0,0,13,2,0,63,0
HHS Regions,Region 10,2014,19,243,9.0535,0,0,9,1,0,12,0
HHS Regions,Region 1,2014,20,302,9.93377,2,0,4,1,0,23,0
HHS Regions,Region 2,2014,20,677,9.74889,2,0,20,12,0,32,0
HHS Regions,Region 3,2014,20,438,10.7306,0,0,19,9,0,19,0
HHS Regions,Region 4,2014,20,1044,11.4943,0,0,0,63,0,57,0
HHS Regions,Region 5,2014,20,350,10.2857,1,0,10,2,0,23,0
HHS Regions,Region 6,2014,20,654,8.10398,0,0,10,3,0,40,0
HHS Regions,Region 7,2014,20,338,2.66272,0,0,4,0,0,5,0
HHS Regions,Region 8,2014,20,672,8.48214,0,0,6,5,0,46,0
HHS Regions,Region 9,2014,20,599,18.0301,3,0,31,6,0,68,0
HHS Regions,Region 10,2014,20,241,10.3734,0,0,15,1,0,9,0
HHS Regions,Region 1,2014,21,254,6.69291,1,0,3,1,0,12,0
HHS Regions,Region 2,2014,21,586,5.9727,1,0,15,6,0,13,0
HHS Regions,Region 3,2014,21,397,3.02267,2,0,5,2,0,3,0
HHS Regions,Region 4,2014,21,891,11.1111,0,0,3,37,0,59,0
HHS Regions,Region 5,2014,21,340,10.2941,0,0,17,3,0,15,0
HHS Regions,Region 6,2014,21,591,5.24535,0,0,6,1,0,24,0
HHS Regions,Region 7,2014,21,339,2.0649,0,0,4,0,0,3,0
HHS Regions,Region 8,2014,21,634,8.04416,0,0,9,6,0,36,0
HHS Regions,Region 9,2014,21,566,16.0777,0,0,25,6,0,60,0
HHS Regions,Region 10,2014,21,235,12.3404,0,0,18,0,0,11,0
HHS Regions,Region 1,2014,22,203,2.46305,0,0,0,0,0,5,0
HHS Regions,Region 2,2014,22,531,3.38983,3,0,7,1,0,7,0
HHS Regions,Region 3,2014,22,335,3.8806,0,0,6,1,0,6,0
HHS Regions,Region 4,2014,22,905,11.4917,0,0,0,45,0,59,0
HHS Regions,Region 5,2014,22,366,7.37705,0,0,10,1,0,16,0
HHS Regions,Region 6,2014,22,579,2.59067,0,0,4,2,0,9,0
HHS Regions,Region 7,2014,22,315,2.53968,0,0,4,0,0,4,0
HHS Regions,Region 8,2014,22,597,7.70519,0,0,8,14,0,24,0
HHS Regions,Region 9,2014,22,687,21.2518,0,0,49,16,0,81,0
HHS Regions,Region 10,2014,22,239,17.1548,0,0,27,0,0,14,0
